Fc4_KU7+PEG_H4 [0.078]_X	Fc4_KU7+PEG_H4 [0.078]_Y	Fc4_KU7+PEG_H4 [0.156]_X	Fc4_KU7+PEG_H4 [0.156]_Y	Fc4_KU7+PEG_H4 [0.313]_X	Fc4_KU7+PEG_H4 [0.313]_Y	Fc4_KU7+PEG_H4 [0.625]_X	Fc4_KU7+PEG_H4 [0.625]_Y	Fc4_KU7+PEG_H4 [1.25]_X	Fc4_KU7+PEG_H4 [1.25]_Y	Fc4_KU7+PEG_H4 [2.5]_X	Fc4_KU7+PEG_H4 [2.5]_Y	Fc4_KU7+PEG_H4 [5]_X	Fc4_KU7+PEG_H4 [5]_Y	Fc4_KU7+PEG_H4 [10]_X	Fc4_KU7+PEG_H4 [10]_Y	Fc4_KU7+PEG_H4 [20]_X	Fc4_KU7+PEG_H4 [20]_Y	Fc4_KU7+PEG_H4 [40]_X	Fc4_KU7+PEG_H4 [40]_Y	Fc4_KU7+PEG_H4 [80]_X	Fc4_KU7+PEG_H4 [80]_Y	Fc4_KU7+PEG_H4 [160]_X	Fc4_KU7+PEG_H4 [160]_Y
76.2	19.3496	76.2	30.4492	76.2	52.416	76.2	83.498	76.2	134.988	76.2	214.072	76.2	351.674	76.2	503.955	76.2	575.627	76.2	636.75	76.2	721.152	76.2	870.512
76.3	19.3789	76.3	30.4785	76.3	52.457	76.3	83.5586	76.3	135.078	76.3	214.242	76.3	351.982	76.3	504.195	76.3	575.787	76.3	636.84	76.3	721.262	76.3	870.611
76.4	19.418	76.4	30.5371	76.4	52.5156	76.4	83.6387	76.4	135.209	76.4	214.432	76.4	352.293	76.4	504.465	76.4	575.936	76.4	636.971	76.4	721.373	76.4	870.711
76.5	19.4297	76.5	30.5781	76.5	52.5566	76.5	83.7188	76.5	135.309	76.5	214.592	76.5	352.572	76.5	504.695	76.5	576.076	76.5	637.08	76.5	721.453	76.5	870.771
76.6	19.4805	76.6	30.6172	76.6	52.6172	76.6	83.7969	76.6	135.428	76.6	214.762	76.6	352.883	76.6	504.936	76.6	576.227	76.6	637.189	76.6	721.572	76.6	870.861
76.7	19.5098	76.7	30.6387	76.7	52.666	76.7	83.8984	76.7	135.539	76.7	214.951	76.7	353.172	76.7	505.186	76.7	576.377	76.7	637.291	76.7	721.672	76.7	870.932
76.8	19.5313	76.8	30.6973	76.8	52.7168	76.8	83.9785	76.8	135.648	76.8	215.131	76.8	353.502	76.8	505.436	76.8	576.506	76.8	637.391	76.8	721.742	76.8	871.031
76.9	19.5605	76.9	30.7188	76.9	52.7969	76.9	84.0469	76.9	135.779	76.9	215.32	76.9	353.762	76.9	505.705	76.9	576.627	76.9	637.5	76.9	721.822	76.9	871.111
77	19.5898	77	30.7676	77	52.8359	77	84.1367	77	135.898	77	215.492	77	354.053	77	505.955	77	576.775	77	637.609	77	721.893	77	871.191
77.1	19.6309	77.1	30.8184	77.1	52.8867	77.1	84.2383	77.1	136.027	77.1	215.682	77.1	354.363	77.1	506.215	77.1	576.945	77.1	637.73	77.1	721.971	77.1	871.281
77.2	19.6602	77.2	30.8477	77.2	52.9453	77.2	84.3066	77.2	136.148	77.2	215.861	77.2	354.664	77.2	506.465	77.2	577.086	77.2	637.83	77.2	722.072	77.2	871.352
77.3	19.709	77.3	30.8867	77.3	53.0059	77.3	84.3867	77.3	136.268	77.3	216.031	77.3	354.963	77.3	506.705	77.3	577.246	77.3	637.959	77.3	722.172	77.3	871.422
77.4	19.7207	77.4	30.918	77.4	53.0664	77.4	84.4668	77.4	136.367	77.4	216.201	77.4	355.234	77.4	506.934	77.4	577.365	77.4	638.049	77.4	722.221	77.4	871.482
77.5	19.7305	77.5	30.9473	77.5	53.1152	77.5	84.5371	77.5	136.447	77.5	216.352	77.5	355.504	77.5	507.184	77.5	577.496	77.5	638.15	77.5	722.291	77.5	871.521
77.6	19.7598	77.6	30.9688	77.6	53.1758	77.6	84.6172	77.6	136.568	77.6	216.531	77.6	355.793	77.6	507.445	77.6	577.637	77.6	638.26	77.6	722.371	77.6	871.582
77.7	19.7793	77.7	31.0078	77.7	53.2461	77.7	84.6875	77.7	136.678	77.7	216.711	77.7	356.084	77.7	507.705	77.7	577.785	77.7	638.359	77.7	722.451	77.7	871.662
77.8	19.8105	77.8	31.0488	77.8	53.3164	77.8	84.7676	77.8	136.787	77.8	216.881	77.8	356.383	77.8	507.943	77.8	577.926	77.8	638.48	77.8	722.521	77.8	871.723
77.9	19.8496	77.9	31.0977	77.9	53.3945	77.9	84.8359	77.9	136.908	77.9	217.08	77.9	356.684	77.9	508.213	77.9	578.086	77.9	638.609	77.9	722.631	77.9	871.811
78	19.8691	78	31.127	78	53.4551	78	84.8867	78	137.018	78	217.23	78	356.963	78	508.453	78	578.225	78	638.719	78	722.701	78	871.881
78.1	19.8906	78.1	31.1582	78.1	53.5254	78.1	84.9473	78.1	137.117	78.1	217.412	78.1	357.254	78.1	508.684	78.1	578.365	78.1	638.83	78.1	722.801	78.1	871.961
78.2	19.9297	78.2	31.2168	78.2	53.5957	78.2	85.0273	78.2	137.227	78.2	217.592	78.2	357.553	78.2	508.914	78.2	578.525	78.2	638.959	78.2	722.891	78.2	872.051
78.3	19.9492	78.3	31.248	78.3	53.6445	78.3	85.0859	78.3	137.338	78.3	217.762	78.3	357.844	78.3	509.154	78.3	578.666	78.3	639.059	78.3	722.951	78.3	872.15
78.4	19.9785	78.4	31.2969	78.4	53.7246	78.4	85.1758	78.4	137.447	78.4	217.951	78.4	358.152	78.4	509.414	78.4	578.826	78.4	639.16	78.4	723.021	78.4	872.242
78.5	19.9902	78.5	31.3281	78.5	53.7656	78.5	85.2559	78.5	137.557	78.5	218.131	78.5	358.434	78.5	509.643	78.5	578.975	78.5	639.279	78.5	723.121	78.5	872.301
78.6	20.0098	78.6	31.3672	78.6	53.8145	78.6	85.3262	78.6	137.656	78.6	218.301	78.6	358.732	78.6	509.873	78.6	579.125	78.6	639.389	78.6	723.221	78.6	872.4
78.7	20.0391	78.7	31.3984	78.7	53.875	78.7	85.3867	78.7	137.768	78.7	218.461	78.7	359.014	78.7	510.084	78.7	579.275	78.7	639.479	78.7	723.301	78.7	872.492
78.8	20.0586	78.8	31.4473	78.8	53.916	78.8	85.457	78.8	137.877	78.8	218.631	78.8	359.303	78.8	510.336	78.8	579.445	78.8	639.58	78.8	723.402	78.8	872.572
78.9	20.0898	78.9	31.4863	78.9	53.9551	78.9	85.5371	78.9	138.008	78.9	218.82	78.9	359.582	78.9	510.584	78.9	579.605	78.9	639.689	78.9	723.502	78.9	872.682
79	20.1094	79	31.5273	79	54.0156	79	85.5859	79	138.119	79	218.99	79	359.883	79	510.814	79	579.744	79	639.809	79	723.582	79	872.762
79.1	20.1387	79.1	31.5566	79.1	54.0645	79.1	85.666	79.1	138.248	79.1	219.182	79.1	360.182	79.1	511.055	79.1	579.885	79.1	639.898	79.1	723.672	79.1	872.832
79.2	20.1699	79.2	31.5879	79.2	54.1152	79.2	85.7461	79.2	138.379	79.2	219.352	79.2	360.473	79.2	511.295	79.2	580.025	79.2	640.029	79.2	723.762	79.2	872.912
79.3	20.1895	79.3	31.6172	79.3	54.1758	79.3	85.8066	79.3	138.488	79.3	219.521	79.3	360.771	79.3	511.535	79.3	580.145	79.3	640.129	79.3	723.871	79.3	872.992
79.4	20.2188	79.4	31.6582	79.4	54.2539	79.4	85.8867	79.4	138.617	79.4	219.701	79.4	361.043	79.4	511.764	79.4	580.295	79.4	640.229	79.4	723.98	79.4	873.041
79.5	20.2383	79.5	31.6973	79.5	54.3047	79.5	85.9453	79.5	138.717	79.5	219.9	79.5	361.313	79.5	512.014	79.5	580.445	79.5	640.318	79.5	724.082	79.5	873.111
79.6	20.291	79.6	31.7383	79.6	54.3867	79.6	86.0078	79.6	138.85	79.6	220.104	79.6	361.623	79.6	512.285	79.6	580.598	79.6	640.432	79.6	724.162	79.6	873.213
79.7	20.3105	79.7	31.7695	79.7	54.4375	79.7	86.0879	79.7	138.979	79.7	220.283	79.7	361.895	79.7	512.506	79.7	580.727	79.7	640.541	79.7	724.223	79.7	873.283
79.8	20.3398	79.8	31.8086	79.8	54.4766	79.8	86.168	79.8	139.1	79.8	220.473	79.8	362.193	79.8	512.766	79.8	580.867	79.8	640.66	79.8	724.313	79.8	873.373
79.9	20.3613	79.9	31.8281	79.9	54.5273	79.9	86.2383	79.9	139.219	79.9	220.652	79.9	362.494	79.9	512.996	79.9	580.996	79.9	640.77	79.9	724.393	79.9	873.443
80	20.3711	80	31.8594	80	54.5762	80	86.3086	80	139.309	80	220.813	80	362.783	80	513.217	80	581.107	80	640.871	80	724.473	80	873.494
80.1	20.4102	80.1	31.9082	80.1	54.6465	80.1	86.4277	80.1	139.42	80.1	221.002	80.1	363.074	80.1	513.467	80.1	581.256	80.1	640.961	80.1	724.594	80.1	873.563
80.2	20.4297	80.2	31.9492	80.2	54.6973	80.2	86.5078	80.2	139.529	80.2	221.184	80.2	363.354	80.2	513.705	80.2	581.387	80.2	641.051	80.2	724.693	80.2	873.623
80.3	20.4512	80.3	31.9883	80.3	54.7559	80.3	86.5781	80.3	139.619	80.3	221.363	80.3	363.633	80.3	513.945	80.3	581.537	80.3	641.111	80.3	724.754	80.3	873.703
80.4	20.4805	80.4	32.0098	80.4	54.7969	80.4	86.6484	80.4	139.719	80.4	221.543	80.4	363.902	80.4	514.176	80.4	581.686	80.4	641.221	80.4	724.834	80.4	873.793
80.5	20.5098	80.5	32.0586	80.5	54.8555	80.5	86.7383	80.5	139.838	80.5	221.723	80.5	364.203	80.5	514.426	80.5	581.826	80.5	641.32	80.5	724.934	80.5	873.883
80.6	20.5508	80.6	32.0879	80.6	54.916	80.6	86.8281	80.6	139.959	80.6	221.883	80.6	364.514	80.6	514.645	80.6	581.977	80.6	641.449	80.6	725.023	80.6	873.953
80.7	20.5605	80.7	32.1191	80.7	54.957	80.7	86.9082	80.7	140.039	80.7	222.033	80.7	364.803	80.7	514.855	80.7	582.127	80.7	641.541	80.7	725.113	80.7	874.023
80.8	20.5801	80.8	32.1582	80.8	54.9961	80.8	86.9883	80.8	140.139	80.8	222.203	80.8	365.094	80.8	515.096	80.8	582.256	80.8	641.631	80.8	725.213	80.8	874.104
80.9	20.6094	80.9	32.2188	80.9	55.0859	80.9	87.0879	80.9	140.238	80.9	222.393	80.9	365.383	80.9	515.324	80.9	582.406	80.9	641.73	80.9	725.303	80.9	874.172
81	20.6309	81	32.2383	81	55.1367	81	87.1777	81	140.328	81	222.563	81	365.672	81	515.545	81	582.545	81	641.84	81	725.402	81	874.242
81.1	20.6699	81.1	32.2773	81.1	55.1855	81.1	87.248	81.1	140.447	81.1	222.732	81.1	365.963	81.1	515.775	81.1	582.705	81.1	641.939	81.1	725.473	81.1	874.322
81.2	20.6797	81.2	32.2988	81.2	55.2461	81.2	87.3066	81.2	140.537	81.2	222.883	81.2	366.242	81.2	515.984	81.2	582.836	81.2	642.029	81.2	725.533	81.2	874.383
81.3	20.6992	81.3	32.3281	81.3	55.2871	81.3	87.3867	81.3	140.617	81.3	223.043	81.3	366.533	81.3	516.205	81.3	583.008	81.3	642.15	81.3	725.604	81.3	874.453
81.4	20.7305	81.4	32.3691	81.4	55.3555	81.4	87.4668	81.4	140.748	81.4	223.203	81.4	366.834	81.4	516.436	81.4	583.146	81.4	642.279	81.4	725.693	81.4	874.533
81.5	20.7402	81.5	32.3984	81.5	55.4258	81.5	87.5371	81.5	140.859	81.5	223.352	81.5	367.115	81.5	516.654	81.5	583.268	81.5	642.369	81.5	725.764	81.5	874.582
81.6	20.7598	81.6	32.4082	81.6	55.4668	81.6	87.6172	81.6	140.971	81.6	223.514	81.6	367.404	81.6	516.865	81.6	583.398	81.6	642.471	81.6	725.824	81.6	874.652
81.7	20.7891	81.7	32.4492	81.7	55.5371	81.7	87.6973	81.7	141.09	81.7	223.693	81.7	367.686	81.7	517.096	81.7	583.518	81.7	642.58	81.7	725.895	81.7	874.732
81.8	20.8105	81.8	32.4883	81.8	55.6055	81.8	87.7676	81.8	141.199	81.8	223.844	81.8	367.975	81.8	517.324	81.8	583.648	81.8	642.68	81.8	725.963	81.8	874.822
81.9	20.8398	81.9	32.5195	81.9	55.6758	81.9	87.8086	81.9	141.32	81.9	224.014	81.9	368.254	81.9	517.545	81.9	583.797	81.9	642.779	81.9	726.043	81.9	874.883
82	20.8594	82	32.5781	82	55.7168	82	87.877	82	141.43	82	224.193	82	368.555	82	517.766	82	583.947	82	642.893	82	726.113	82	874.963
82.1	20.8809	82.1	32.5996	82.1	55.7969	82.1	87.9473	82.1	141.539	82.1	224.373	82.1	368.834	82.1	517.994	82.1	584.078	82.1	642.992	82.1	726.174	82.1	875.023
82.2	20.8887	82.2	32.6172	82.2	55.834	82.2	87.9961	82.2	141.648	82.2	224.512	82.2	369.104	82.2	518.205	82.2	584.205	82.2	643.07	82.2	726.242	82.2	875.072
82.3	20.9277	82.3	32.6563	82.3	55.8945	82.3	88.0664	82.3	141.777	82.3	224.701	82.3	369.383	82.3	518.455	82.3	584.365	82.3	643.17	82.3	726.322	82.3	875.172
82.4	20.9277	82.4	32.668	82.4	55.9238	82.4	88.1152	82.4	141.898	82.4	224.871	82.4	369.662	82.4	518.664	82.4	584.477	82.4	643.25	82.4	726.402	82.4	875.242
82.5	20.959	82.5	32.707	82.5	55.9961	82.5	88.1953	82.5	141.988	82.5	225.061	82.5	369.934	82.5	518.904	82.5	584.637	82.5	643.34	82.5	726.473	82.5	875.303
82.6	20.9785	82.6	32.7363	82.6	56.0566	82.6	88.2656	82.6	142.088	82.6	225.23	82.6	370.223	82.6	519.125	82.6	584.795	82.6	643.41	82.6	726.563	82.6	875.381
82.7	21.0273	82.7	32.7969	82.7	56.1367	82.7	88.3359	82.7	142.207	82.7	225.391	82.7	370.523	82.7	519.375	82.7	584.955	82.7	643.52	82.7	726.643	82.7	875.471
82.8	21.0586	82.8	32.8359	82.8	56.1953	82.8	88.4082	82.8	142.316	82.8	225.551	82.8	370.803	82.8	519.604	82.8	585.105	82.8	643.609	82.8	726.732	82.8	875.541
82.9	21.0781	82.9	32.8672	82.9	56.2266	82.9	88.457	82.9	142.428	82.9	225.73	82.9	371.092	82.9	519.834	82.9	585.246	82.9	643.699	82.9	726.822	82.9	875.602
83	21.1191	83	32.9082	83	56.2871	83	88.5391	83	142.559	83	225.912	83	371.395	83	520.066	83	585.387	83	643.822	83	726.914	83	875.684
83.1	21.1387	83.1	32.959	83.1	56.3672	83.1	88.5996	83.1	142.668	83.1	226.082	83.1	371.664	83.1	520.285	83.1	585.518	83.1	643.912	83.1	727.014	83.1	875.732
83.2	21.1699	83.2	33.0078	83.2	56.4082	83.2	88.6602	83.2	142.789	83.2	226.232	83.2	371.934	83.2	520.506	83.2	585.668	83.2	643.992	83.2	727.094	83.2	875.824
83.3	21.1992	83.3	33.0391	83.3	56.4688	83.3	88.7285	83.3	142.879	83.3	226.402	83.3	372.225	83.3	520.746	83.3	585.807	83.3	644.102	83.3	727.174	83.3	875.902
83.4	21.2188	83.4	33.0684	83.4	56.5273	83.4	88.7988	83.4	142.979	83.4	226.563	83.4	372.514	83.4	520.955	83.4	585.938	83.4	644.191	83.4	727.264	83.4	875.963
83.5	21.25	83.5	33.1191	83.5	56.6172	83.5	88.8789	83.5	143.107	83.5	226.742	83.5	372.803	83.5	521.176	83.5	586.098	83.5	644.311	83.5	727.344	83.5	876.043
83.6	21.2695	83.6	33.168	83.6	56.6582	83.6	88.9395	83.6	143.209	83.6	226.912	83.6	373.094	83.6	521.365	83.6	586.217	83.6	644.412	83.6	727.434	83.6	876.113
83.7	21.3086	83.7	33.207	83.7	56.7363	83.7	89.0195	83.7	143.328	83.7	227.092	83.7	373.373	83.7	521.605	83.7	586.357	83.7	644.529	83.7	727.523	83.7	876.191
83.8	21.3301	83.8	33.2383	83.8	56.7773	83.8	89.0684	83.8	143.428	83.8	227.242	83.8	373.643	83.8	521.814	83.8	586.457	83.8	644.631	83.8	727.604	83.8	876.242
83.9	21.3691	83.9	33.2871	83.9	56.8359	83.9	89.1582	83.9	143.537	83.9	227.422	83.9	373.934	83.9	522.055	83.9	586.596	83.9	644.73	83.9	727.684	83.9	876.311
84	21.3984	84	33.3281	84	56.8867	84	89.2676	84	143.668	84	227.611	84	374.213	84	522.285	84	586.746	84	644.842	84	727.793	84	876.391
84.1	21.4102	84.1	33.3477	84.1	56.9473	84.1	89.3281	84.1	143.758	84.1	227.762	84.1	374.473	84.1	522.494	84.1	586.857	84.1	644.922	84.1	727.863	84.1	876.461
84.2	21.4297	84.2	33.3789	84.2	56.9961	84.2	89.3984	84.2	143.848	84.2	227.932	84.2	374.744	84.2	522.715	84.2	586.977	84.2	645.002	84.2	727.924	84.2	876.531
84.3	21.4688	84.3	33.4375	84.3	57.0371	84.3	89.4785	84.3	143.967	84.3	228.121	84.3	375.053	84.3	522.934	84.3	587.137	84.3	645.111	84.3	728.014	84.3	876.592
84.4	21.4902	84.4	33.4688	84.4	57.0859	84.4	89.5488	84.4	144.078	84.4	228.283	84.4	375.334	84.4	523.135	84.4	587.266	84.4	645.182	84.4	728.064	84.4	876.662
84.5	21.5293	84.5	33.498	84.5	57.1563	84.5	89.6191	84.5	144.188	84.5	228.453	84.5	375.604	84.5	523.346	84.5	587.396	84.5	645.291	84.5	728.145	84.5	876.732
84.6	21.5684	84.6	33.5488	84.6	57.2168	84.6	89.6992	84.6	144.297	84.6	228.633	84.6	375.912	84.6	523.594	84.6	587.547	84.6	645.4	84.6	728.232	84.6	876.813
84.7	21.5898	84.7	33.5781	84.7	57.2656	84.7	89.7793	84.7	144.408	84.7	228.803	84.7	376.213	84.7	523.814	84.7	587.666	84.7	645.49	84.7	728.324	84.7	876.883
84.8	21.6094	84.8	33.6074	84.8	57.3262	84.8	89.8496	84.8	144.52	84.8	228.973	84.8	376.492	84.8	524.035	84.8	587.807	84.8	645.592	84.8	728.393	84.8	876.932
84.9	21.6289	84.9	33.6387	84.9	57.3555	84.9	89.9082	84.9	144.629	84.9	229.152	84.9	376.793	84.9	524.254	84.9	587.967	84.9	645.672	84.9	728.473	84.9	877.012
85	21.6797	85	33.668	85	57.4258	85	89.9688	85	144.75	85	229.322	85	377.074	85	524.455	85	588.086	85	645.791	85	728.543	85	877.092
85.1	21.6895	85.1	33.6875	85.1	57.4668	85.1	90.0195	85.1	144.85	85.1	229.473	85.1	377.344	85.1	524.684	85.1	588.217	85.1	645.881	85.1	728.613	85.1	877.162
85.2	21.7188	85.2	33.7285	85.2	57.5352	85.2	90.0996	85.2	144.949	85.2	229.633	85.2	377.625	85.2	524.895	85.2	588.355	85.2	645.98	85.2	728.674	85.2	877.223
85.3	21.75	85.3	33.7676	85.3	57.5859	85.3	90.1387	85.3	145.068	85.3	229.803	85.3	377.914	85.3	525.104	85.3	588.486	85.3	646.09	85.3	728.773	85.3	877.313
85.4	21.7793	85.4	33.8086	85.4	57.6348	85.4	90.2285	85.4	145.168	85.4	229.973	85.4	378.195	85.4	525.314	85.4	588.605	85.4	646.191	85.4	728.863	85.4	877.402
85.5	21.7988	85.5	33.8477	85.5	57.6855	85.5	90.2988	85.5	145.289	85.5	230.143	85.5	378.465	85.5	525.525	85.5	588.727	85.5	646.301	85.5	728.953	85.5	877.463
85.6	21.8203	85.6	33.877	85.6	57.7461	85.6	90.3594	85.6	145.389	85.6	230.303	85.6	378.725	85.6	525.746	85.6	588.855	85.6	646.4	85.6	729.043	85.6	877.543
85.7	21.8594	85.7	33.918	85.7	57.7949	85.7	90.4395	85.7	145.498	85.7	230.482	85.7	379.004	85.7	525.965	85.7	588.986	85.7	646.5	85.7	729.123	85.7	877.623
85.8	21.8691	85.8	33.957	85.8	57.8555	85.8	90.4883	85.8	145.619	85.8	230.641	85.8	379.273	85.8	526.186	85.8	589.105	85.8	646.609	85.8	729.223	85.8	877.693
85.9	21.9102	85.9	33.998	85.9	57.8945	85.9	90.5586	85.9	145.719	85.9	230.813	85.9	379.564	85.9	526.406	85.9	589.227	85.9	646.689	85.9	729.303	85.9	877.773
86	21.9199	86	34.0273	86	57.9551	86	90.6172	86	145.838	86	231.002	86	379.854	86	526.586	86	589.346	86	646.811	86	729.383	86	877.842
86.1	21.9492	86.1	34.0566	86.1	58.0078	86.1	90.6875	86.1	145.938	86.1	231.182	86.1	380.123	86.1	526.805	86.1	589.477	86.1	646.91	86.1	729.453	86.1	877.902
86.2	21.9805	86.2	34.0977	86.2	58.0469	86.2	90.7676	86.2	146.037	86.2	231.352	86.2	380.395	86.2	526.994	86.2	589.605	86.2	647.01	86.2	729.523	86.2	877.982
86.3	22	86.3	34.1465	86.3	58.0977	86.3	90.8262	86.3	146.168	86.3	231.541	86.3	380.654	86.3	527.205	86.3	589.746	86.3	647.09	86.3	729.613	86.3	878.021
86.4	22.0098	86.4	34.1777	86.4	58.1563	86.4	90.8965	86.4	146.287	86.4	231.701	86.4	380.934	86.4	527.395	86.4	589.855	86.4	647.189	86.4	729.703	86.4	878.08
86.5	22.0293	86.5	34.1973	86.5	58.2168	86.5	90.9277	86.5	146.408	86.5	231.842	86.5	381.184	86.5	527.596	86.5	589.996	86.5	647.279	86.5	729.744	86.5	878.141
86.6	22.0508	86.6	34.2285	86.6	58.2676	86.6	90.9961	86.6	146.488	86.6	232.012	86.6	381.443	86.6	527.814	86.6	590.115	86.6	647.381	86.6	729.824	86.6	878.191
86.7	22.0801	86.7	34.2578	86.7	58.3281	86.7	91.0664	86.7	146.598	86.7	232.191	86.7	381.744	86.7	528.016	86.7	590.227	86.7	647.49	86.7	729.895	86.7	878.262
86.8	22.0996	86.8	34.2969	86.8	58.4063	86.8	91.127	86.8	146.717	86.8	232.361	86.8	382.014	86.8	528.205	86.8	590.365	86.8	647.6	86.8	729.984	86.8	878.301
86.9	22.1211	86.9	34.3281	86.9	58.4668	86.9	91.207	86.9	146.818	86.9	232.531	86.9	382.273	86.9	528.404	86.9	590.506	86.9	647.689	86.9	730.063	86.9	878.371
87	22.1699	87	34.3867	87	58.5176	87	91.2969	87	146.918	87	232.711	87	382.553	87	528.625	87	590.656	87	647.801	87	730.152	87	878.441
87.1	22.1797	87.1	34.3984	87.1	58.5762	87.1	91.3672	87.1	147.039	87.1	232.861	87.1	382.813	87.1	528.824	87.1	590.785	87.1	647.9	87.1	730.232	87.1	878.502
87.2	22.2207	87.2	34.4473	87.2	58.6563	87.2	91.4375	87.2	147.148	87.2	233.031	87.2	383.082	87.2	529.033	87.2	590.926	87.2	648.01	87.2	730.344	87.2	878.572
87.3	22.2402	87.3	34.4883	87.3	58.7168	87.3	91.5176	87.3	147.258	87.3	233.191	87.3	383.373	87.3	529.225	87.3	591.055	87.3	648.1	87.3	730.434	87.3	878.641
87.4	22.2598	87.4	34.5273	87.4	58.7871	87.4	91.5762	87.4	147.359	87.4	233.352	87.4	383.652	87.4	529.443	87.4	591.176	87.4	648.209	87.4	730.502	87.4	878.711
87.5	22.2891	87.5	34.5566	87.5	58.8457	87.5	91.666	87.5	147.469	87.5	233.551	87.5	383.932	87.5	529.684	87.5	591.314	87.5	648.34	87.5	730.582	87.5	878.791
87.6	22.3203	87.6	34.5879	87.6	58.8965	87.6	91.7363	87.6	147.568	87.6	233.73	87.6	384.203	87.6	529.873	87.6	591.445	87.6	648.439	87.6	730.713	87.6	878.852
87.7	22.3398	87.7	34.627	87.7	58.9473	87.7	91.8066	87.7	147.688	87.7	233.881	87.7	384.463	87.7	530.074	87.7	591.574	87.7	648.52	87.7	730.793	87.7	878.932
87.8	22.3691	87.8	34.6582	87.8	58.9961	87.8	91.877	87.8	147.809	87.8	234.07	87.8	384.732	87.8	530.273	87.8	591.705	87.8	648.6	87.8	730.873	87.8	878.992
87.9	22.3789	87.9	34.6875	87.9	59.0371	87.9	91.957	87.9	147.938	87.9	234.24	87.9	385.012	87.9	530.484	87.9	591.854	87.9	648.66	87.9	730.943	87.9	879.072
88	22.4102	88	34.7266	88	59.1055	88	92.0156	88	148.068	88	234.42	88	385.303	88	530.684	88	591.994	88	648.77	88	731.043	88	879.152
88.1	22.4297	88.1	34.748	88.1	59.1465	88.1	92.0762	88.1	148.158	88.1	234.582	88.1	385.563	88.1	530.854	88.1	592.105	88.1	648.859	88.1	731.123	88.1	879.223
88.2	22.459	88.2	34.7871	88.2	59.207	88.2	92.127	88.2	148.258	88.2	234.762	88.2	385.832	88.2	531.053	88.2	592.234	88.2	648.959	88.2	731.203	88.2	879.301
88.3	22.5	88.3	34.8262	88.3	59.2656	88.3	92.207	88.3	148.367	88.3	234.92	88.3	386.121	88.3	531.273	88.3	592.385	88.3	649.039	88.3	731.293	88.3	879.361
88.4	22.5293	88.4	34.8574	88.4	59.3164	88.4	92.2656	88.4	148.496	88.4	235.09	88.4	386.381	88.4	531.504	88.4	592.514	88.4	649.139	88.4	731.383	88.4	879.451
88.5	22.5391	88.5	34.877	88.5	59.3457	88.5	92.3359	88.5	148.586	88.5	235.25	88.5	386.631	88.5	531.703	88.5	592.613	88.5	649.219	88.5	731.463	88.5	879.492
88.6	22.5586	88.6	34.9082	88.6	59.416	88.6	92.3965	88.6	148.678	88.6	235.4	88.6	386.891	88.6	531.893	88.6	592.734	88.6	649.299	88.6	731.553	88.6	879.572
88.7	22.5996	88.7	34.9473	88.7	59.4863	88.7	92.457	88.7	148.787	88.7	235.57	88.7	387.141	88.7	532.104	88.7	592.863	88.7	649.389	88.7	731.623	88.7	879.631
88.8	22.6289	88.8	34.998	88.8	59.5449	88.8	92.5059	88.8	148.896	88.8	235.75	88.8	387.441	88.8	532.313	88.8	593.004	88.8	649.479	88.8	731.701	88.8	879.711
88.9	22.6484	88.9	35.0469	88.9	59.6055	88.9	92.5762	88.9	149.008	88.9	235.9	88.9	387.711	88.9	532.516	88.9	593.125	88.9	649.578	88.9	731.801	88.9	879.781
89	22.668	89	35.0664	89	59.666	89	92.627	89	149.088	89	236.051	89	387.982	89	532.715	89	593.227	89	649.658	89	731.883	89	879.822
89.1	22.7109	89.1	35.1191	89.1	59.748	89.1	92.7188	89.1	149.199	89.1	236.213	89.1	388.254	89.1	532.938	89.1	593.348	89.1	649.76	89.1	731.953	89.1	879.904
89.2	22.7305	89.2	35.1582	89.2	59.7969	89.2	92.7773	89.2	149.301	89.2	236.363	89.2	388.514	89.2	533.127	89.2	593.457	89.2	649.861	89.2	732.023	89.2	879.963
89.3	22.7598	89.3	35.209	89.3	59.8672	89.3	92.8477	89.3	149.41	89.3	236.533	89.3	388.783	89.3	533.336	89.3	593.588	89.3	649.93	89.3	732.104	89.3	880.023
89.4	22.791	89.4	35.2598	89.4	59.918	89.4	92.918	89.4	149.529	89.4	236.693	89.4	389.043	89.4	533.518	89.4	593.688	89.4	650.031	89.4	732.164	89.4	880.094
89.5	22.8203	89.5	35.2793	89.5	59.9668	89.5	92.9883	89.5	149.639	89.5	236.854	89.5	389.346	89.5	533.717	89.5	593.816	89.5	650.111	89.5	732.254	89.5	880.174
89.6	22.8203	89.6	35.2988	89.6	60.0176	89.6	93.0293	89.6	149.74	89.6	236.982	89.6	389.605	89.6	533.857	89.6	593.938	89.6	650.182	89.6	732.293	89.6	880.234
89.7	22.8594	89.7	35.3398	89.7	60.0684	89.7	93.0879	89.7	149.85	89.7	237.164	89.7	389.885	89.7	534.037	89.7	594.068	89.7	650.262	89.7	732.373	89.7	880.283
89.8	22.8906	89.8	35.3984	89.8	60.127	89.8	93.1875	89.8	149.959	89.8	237.314	89.8	390.164	89.8	534.246	89.8	594.197	89.8	650.342	89.8	732.453	89.8	880.363
89.9	22.9004	89.9	35.4297	89.9	60.1777	89.9	93.2676	89.9	150.09	89.9	237.484	89.9	390.426	89.9	534.447	89.9	594.307	89.9	650.441	89.9	732.533	89.9	880.424
