Fc3_KU7+PEG_CTH [0.078]_X	Fc3_KU7+PEG_CTH [0.078]_Y	Fc3_KU7+PEG_CTH [0.156]_X	Fc3_KU7+PEG_CTH [0.156]_Y	Fc3_KU7+PEG_CTH [0.313]_X	Fc3_KU7+PEG_CTH [0.313]_Y	Fc3_KU7+PEG_CTH [0.625]_X	Fc3_KU7+PEG_CTH [0.625]_Y	Fc3_KU7+PEG_CTH [1.25]_X	Fc3_KU7+PEG_CTH [1.25]_Y	Fc3_KU7+PEG_CTH [2.5]_X	Fc3_KU7+PEG_CTH [2.5]_Y	Fc3_KU7+PEG_CTH [5]_X	Fc3_KU7+PEG_CTH [5]_Y	Fc3_KU7+PEG_CTH [10]_X	Fc3_KU7+PEG_CTH [10]_Y	Fc3_KU7+PEG_CTH [20]_X	Fc3_KU7+PEG_CTH [20]_Y	Fc3_KU7+PEG_CTH [40]_X	Fc3_KU7+PEG_CTH [40]_Y	Fc3_KU7+PEG_CTH [80]_X	Fc3_KU7+PEG_CTH [80]_Y	Fc3_KU7+PEG_CTH [160]_X	Fc3_KU7+PEG_CTH [160]_Y
169.5	132.584	169.5	180.27	169.5	241.688	169.5	303.201	169.5	429.832	169.5	543.066	169.5	728.113	169.5	779.523	169.5	820.656	169.5	859.988	169.5	918.539	169.5	993.629
169.6	132.594	169.6	180.26	169.6	241.666	169.6	303.191	169.6	429.852	169.6	543.105	169.6	728.164	169.6	779.545	169.6	820.686	169.6	860.027	169.6	918.578	169.6	993.678
169.7	132.584	169.7	180.25	169.7	241.646	169.7	303.162	169.7	429.852	169.7	543.127	169.7	728.184	169.7	779.533	169.7	820.697	169.7	860.047	169.7	918.609	169.7	993.719
169.8	132.594	169.8	180.24	169.8	241.627	169.8	303.131	169.8	429.852	169.8	543.156	169.8	728.223	169.8	779.543	169.8	820.707	169.8	860.068	169.8	918.629	169.8	993.748
169.9	132.574	169.9	180.23	169.9	241.605	169.9	303.111	169.9	429.842	169.9	543.176	169.9	728.254	169.9	779.553	169.9	820.736	169.9	860.088	169.9	918.668	169.9	993.777
170	132.564	170	180.221	170	241.586	170	303.092	170	429.832	170	543.205	170	728.273	170	779.572	170	820.736	170	860.098	170	918.689	170	993.818
170.1	132.564	170.1	180.199	170.1	241.566	170.1	303.072	170.1	429.832	170.1	543.227	170.1	728.303	170.1	779.582	170.1	820.756	170.1	860.117	170.1	918.719	170.1	993.848
170.2	132.555	170.2	180.18	170.2	241.557	170.2	303.051	170.2	429.832	170.2	543.256	170.2	728.324	170.2	779.592	170.2	820.775	170.2	860.137	170.2	918.748	170.2	993.889
170.3	132.543	170.3	180.17	170.3	241.535	170.3	303.031	170.3	429.813	170.3	543.275	170.3	728.354	170.3	779.602	170.3	820.787	170.3	860.168	170.3	918.77	170.3	993.918
170.4	132.553	170.4	180.17	170.4	241.516	170.4	303.012	170.4	429.822	170.4	543.316	170.4	728.402	170.4	779.623	170.4	820.807	170.4	860.207	170.4	918.799	170.4	993.957
170.5	132.553	170.5	180.15	170.5	241.506	170.5	302.992	170.5	429.822	170.5	543.336	170.5	728.434	170.5	779.633	170.5	820.826	170.5	860.227	170.5	918.828	170.5	993.998
170.6	132.543	170.6	180.119	170.6	241.486	170.6	302.961	170.6	429.822	170.6	543.375	170.6	728.473	170.6	779.643	170.6	820.836	170.6	860.258	170.6	918.859	170.6	994.037
170.7	132.543	170.7	180.109	170.7	241.465	170.7	302.951	170.7	429.813	170.7	543.387	170.7	728.492	170.7	779.652	170.7	820.846	170.7	860.268	170.7	918.889	170.7	994.078
170.8	132.523	170.8	180.08	170.8	241.436	170.8	302.912	170.8	429.803	170.8	543.396	170.8	728.514	170.8	779.652	170.8	820.855	170.8	860.287	170.8	918.908	170.8	994.098
170.9	132.514	170.9	180.059	170.9	241.406	170.9	302.902	170.9	429.803	170.9	543.426	170.9	728.543	170.9	779.662	170.9	820.865	170.9	860.318	170.9	918.92	170.9	994.129
171	132.514	171	180.039	171	241.385	171	302.881	171	429.803	171	543.445	171	728.574	171	779.672	171	820.877	171	860.348	171	918.949	171	994.168
171.1	132.504	171.1	180.029	171.1	241.355	171.1	302.861	171.1	429.803	171.1	543.477	171.1	728.604	171.1	779.682	171.1	820.896	171.1	860.377	171.1	918.979	171.1	994.197
171.2	132.494	171.2	180.008	171.2	241.326	171.2	302.842	171.2	429.793	171.2	543.496	171.2	728.643	171.2	779.693	171.2	820.896	171.2	860.398	171.2	919	171.2	994.219
171.3	132.494	171.3	179.988	171.3	241.307	171.3	302.822	171.3	429.793	171.3	543.525	171.3	728.664	171.3	779.693	171.3	820.916	171.3	860.428	171.3	919.029	171.3	994.246
171.4	132.484	171.4	179.988	171.4	241.295	171.4	302.822	171.4	429.813	171.4	543.566	171.4	728.703	171.4	779.713	171.4	820.936	171.4	860.457	171.4	919.068	171.4	994.297
171.5	132.484	171.5	179.969	171.5	241.275	171.5	302.801	171.5	429.803	171.5	543.586	171.5	728.732	171.5	779.723	171.5	820.945	171.5	860.488	171.5	919.09	171.5	994.336
171.6	132.475	171.6	179.949	171.6	241.246	171.6	302.771	171.6	429.793	171.6	543.605	171.6	728.754	171.6	779.713	171.6	820.945	171.6	860.488	171.6	919.109	171.6	994.355
171.7	132.465	171.7	179.928	171.7	241.227	171.7	302.771	171.7	429.793	171.7	543.625	171.7	728.793	171.7	779.723	171.7	820.957	171.7	860.508	171.7	919.139	171.7	994.387
171.8	132.453	171.8	179.908	171.8	241.205	171.8	302.742	171.8	429.793	171.8	543.646	171.8	728.824	171.8	779.742	171.8	820.977	171.8	860.547	171.8	919.148	171.8	994.426
171.9	132.453	171.9	179.879	171.9	241.186	171.9	302.723	171.9	429.783	171.9	543.676	171.9	728.844	171.9	779.752	171.9	820.986	171.9	860.578	171.9	919.18	171.9	994.447
172	132.443	172	179.869	172	241.166	172	302.701	172	429.793	172	543.705	172	728.873	172	779.762	172	821.006	172	860.607	172	919.209	172	994.486
172.1	132.443	172.1	179.859	172.1	241.145	172.1	302.672	172.1	429.783	172.1	543.734	172.1	728.904	172.1	779.773	172.1	821.025	172.1	860.637	172.1	919.24	172.1	994.518
172.2	132.434	172.2	179.838	172.2	241.145	172.2	302.652	172.2	429.783	172.2	543.766	172.2	728.924	172.2	779.793	172.2	821.035	172.2	860.668	172.2	919.27	172.2	994.547
172.3	132.424	172.3	179.828	172.3	241.115	172.3	302.643	172.3	429.783	172.3	543.795	172.3	728.963	172.3	779.803	172.3	821.047	172.3	860.707	172.3	919.299	172.3	994.586
172.4	132.424	172.4	179.809	172.4	241.096	172.4	302.611	172.4	429.783	172.4	543.826	172.4	728.982	172.4	779.822	172.4	821.066	172.4	860.736	172.4	919.32	172.4	994.617
172.5	132.434	172.5	179.799	172.5	241.086	172.5	302.602	172.5	429.793	172.5	543.865	172.5	729.033	172.5	779.842	172.5	821.086	172.5	860.768	172.5	919.359	172.5	994.666
172.6	132.424	172.6	179.789	172.6	241.055	172.6	302.582	172.6	429.793	172.6	543.885	172.6	729.072	172.6	779.852	172.6	821.105	172.6	860.797	172.6	919.398	172.6	994.697
172.7	132.414	172.7	179.768	172.7	241.035	172.7	302.561	172.7	429.793	172.7	543.916	172.7	729.104	172.7	779.863	172.7	821.115	172.7	860.828	172.7	919.43	172.7	994.736
172.8	132.404	172.8	179.758	172.8	241.025	172.8	302.541	172.8	429.793	172.8	543.945	172.8	729.133	172.8	779.873	172.8	821.125	172.8	860.857	172.8	919.469	172.8	994.768
172.9	132.404	172.9	179.748	172.9	241.016	172.9	302.541	172.9	429.791	172.9	543.975	172.9	729.174	172.9	779.902	172.9	821.156	172.9	860.896	172.9	919.51	172.9	994.797
173	132.414	173	179.738	173	240.994	173	302.521	173	429.781	173	544.004	173	729.203	173	779.912	173	821.166	173	860.916	173	919.549	173	994.826
173.1	132.402	173.1	179.729	173.1	240.994	173.1	302.512	173.1	429.791	173.1	544.045	173.1	729.242	173.1	779.932	173.1	821.166	173.1	860.957	173.1	919.6	173.1	994.877
173.2	132.402	173.2	179.719	173.2	240.965	173.2	302.49	173.2	429.781	173.2	544.074	173.2	729.273	173.2	779.941	173.2	821.186	173.2	860.996	173.2	919.648	173.2	994.896
173.3	132.402	173.3	179.697	173.3	240.955	173.3	302.471	173.3	429.781	173.3	544.104	173.3	729.313	173.3	779.951	173.3	821.195	173.3	861.027	173.3	919.668	173.3	994.926
173.4	132.383	173.4	179.678	173.4	240.914	173.4	302.441	173.4	429.771	173.4	544.125	173.4	729.342	173.4	779.951	173.4	821.205	173.4	861.047	173.4	919.699	173.4	994.957
173.5	132.393	173.5	179.668	173.5	240.914	173.5	302.441	173.5	429.771	173.5	544.154	173.5	729.383	173.5	779.982	173.5	821.234	173.5	861.086	173.5	919.738	173.5	995.006
173.6	132.363	173.6	179.619	173.6	240.875	173.6	302.402	173.6	429.762	173.6	544.166	173.6	729.383	173.6	779.982	173.6	821.217	173.6	861.088	173.6	919.75	173.6	994.998
173.7	132.363	173.7	179.609	173.7	240.846	173.7	302.381	173.7	429.752	173.7	544.195	173.7	729.414	173.7	779.992	173.7	821.227	173.7	861.127	173.7	919.779	173.7	995.037
173.8	132.373	173.8	179.619	173.8	240.834	173.8	302.371	173.8	429.752	173.8	544.225	173.8	729.463	173.8	780.012	173.8	821.256	173.8	861.166	173.8	919.83	173.8	995.066
173.9	132.363	173.9	179.598	173.9	240.814	173.9	302.332	173.9	429.762	173.9	544.244	173.9	729.482	173.9	780.021	173.9	821.256	173.9	861.188	173.9	919.859	173.9	995.107
174	132.354	174	179.578	174	240.805	174	302.32	174	429.752	174	544.275	174	729.502	174	780.031	174	821.266	174	861.197	174	919.898	174	995.137
174.1	132.354	174.1	179.559	174.1	240.785	174.1	302.291	174.1	429.752	174.1	544.295	174.1	729.533	174.1	780.041	174.1	821.275	174.1	861.236	174.1	919.939	174.1	995.188
174.2	132.344	174.2	179.549	174.2	240.754	174.2	302.271	174.2	429.742	174.2	544.314	174.2	729.563	174.2	780.053	174.2	821.285	174.2	861.268	174.2	919.969	174.2	995.227
174.3	132.334	174.3	179.527	174.3	240.734	174.3	302.252	174.3	429.742	174.3	544.334	174.3	729.604	174.3	780.063	174.3	821.297	174.3	861.287	174.3	920	174.3	995.258
174.4	132.332	174.4	179.527	174.4	240.715	174.4	302.242	174.4	429.752	174.4	544.365	174.4	729.652	174.4	780.072	174.4	821.316	174.4	861.316	174.4	920.049	174.4	995.297
174.5	132.332	174.5	179.508	174.5	240.705	174.5	302.221	174.5	429.762	174.5	544.395	174.5	729.684	174.5	780.082	174.5	821.326	174.5	861.326	174.5	920.08	174.5	995.326
174.6	132.322	174.6	179.498	174.6	240.664	174.6	302.191	174.6	429.762	174.6	544.414	174.6	729.713	174.6	780.092	174.6	821.336	174.6	861.348	174.6	920.119	174.6	995.367
174.7	132.303	174.7	179.469	174.7	240.635	174.7	302.15	174.7	429.742	174.7	544.426	174.7	729.752	174.7	780.104	174.7	821.346	174.7	861.357	174.7	920.148	174.7	995.387
174.8	132.303	174.8	179.469	174.8	240.625	174.8	302.141	174.8	429.752	174.8	544.455	174.8	729.803	174.8	780.123	174.8	821.365	174.8	861.406	174.8	920.188	174.8	995.428
174.9	132.293	174.9	179.447	174.9	240.596	174.9	302.111	174.9	429.742	174.9	544.475	174.9	729.822	174.9	780.123	174.9	821.365	174.9	861.416	174.9	920.197	174.9	995.447
175	132.283	175	179.428	175	240.584	175	302.092	175	429.742	175	544.494	175	729.854	175	780.145	175	821.375	175	861.438	175	920.229	175	995.479
175.1	132.283	175.1	179.408	175.1	240.564	175.1	302.07	175.1	429.73	175.1	544.514	175.1	729.893	175.1	780.154	175.1	821.385	175.1	861.467	175.1	920.258	175.1	995.508
175.2	132.273	175.2	179.398	175.2	240.545	175.2	302.051	175.2	429.73	175.2	544.545	175.2	729.922	175.2	780.174	175.2	821.395	175.2	861.496	175.2	920.287	175.2	995.547
175.3	132.273	175.3	179.379	175.3	240.516	175.3	302.021	175.3	429.73	175.3	544.564	175.3	729.973	175.3	780.184	175.3	821.404	175.3	861.506	175.3	920.318	175.3	995.578
175.4	132.273	175.4	179.367	175.4	240.494	175.4	302.012	175.4	429.74	175.4	544.594	175.4	730.012	175.4	780.203	175.4	821.434	175.4	861.537	175.4	920.357	175.4	995.617
175.5	132.244	175.5	179.338	175.5	240.475	175.5	301.971	175.5	429.74	175.5	544.605	175.5	730.043	175.5	780.203	175.5	821.434	175.5	861.557	175.5	920.389	175.5	995.627
175.6	132.244	175.6	179.328	175.6	240.465	175.6	301.971	175.6	429.73	175.6	544.635	175.6	730.092	175.6	780.223	175.6	821.453	175.6	861.596	175.6	920.418	175.6	995.668
175.7	132.223	175.7	179.309	175.7	240.424	175.7	301.932	175.7	429.73	175.7	544.664	175.7	730.113	175.7	780.232	175.7	821.465	175.7	861.607	175.7	920.438	175.7	995.688
175.8	132.223	175.8	179.289	175.8	240.414	175.8	301.912	175.8	429.73	175.8	544.684	175.8	730.133	175.8	780.242	175.8	821.484	175.8	861.637	175.8	920.479	175.8	995.729
175.9	132.213	175.9	179.277	175.9	240.385	175.9	301.881	175.9	429.74	175.9	544.705	175.9	730.172	175.9	780.264	175.9	821.494	175.9	861.656	175.9	920.498	175.9	995.758
176	132.193	176	179.248	176	240.346	176	301.852	176	429.721	176	544.715	176	730.193	176	780.254	176	821.504	176	861.678	176	920.527	176	995.787
176.1	132.184	176.1	179.229	176.1	240.326	176.1	301.832	176.1	429.73	176.1	544.744	176.1	730.232	176.1	780.273	176.1	821.514	176.1	861.697	176.1	920.549	176.1	995.818
176.2	132.174	176.2	179.219	176.2	240.314	176.2	301.811	176.2	429.74	176.2	544.773	176.2	730.281	176.2	780.303	176.2	821.535	176.2	861.736	176.2	920.6	176.2	995.857
176.3	132.174	176.3	179.197	176.3	240.285	176.3	301.781	176.3	429.73	176.3	544.783	176.3	730.322	176.3	780.313	176.3	821.555	176.3	861.768	176.3	920.639	176.3	995.865
176.4	132.164	176.4	179.178	176.4	240.266	176.4	301.771	176.4	429.73	176.4	544.805	176.4	730.352	176.4	780.322	176.4	821.574	176.4	861.797	176.4	920.66	176.4	995.908
176.5	132.143	176.5	179.178	176.5	240.244	176.5	301.752	176.5	429.73	176.5	544.824	176.5	730.383	176.5	780.322	176.5	821.584	176.5	861.816	176.5	920.709	176.5	995.926
176.6	132.143	176.6	179.158	176.6	240.234	176.6	301.73	176.6	429.721	176.6	544.834	176.6	730.412	176.6	780.342	176.6	821.605	176.6	861.857	176.6	920.729	176.6	995.967
176.7	132.143	176.7	179.139	176.7	240.205	176.7	301.711	176.7	429.721	176.7	544.873	176.7	730.451	176.7	780.354	176.7	821.613	176.7	861.887	176.7	920.75	176.7	996.008
176.8	132.143	176.8	179.139	176.8	240.215	176.8	301.701	176.8	429.73	176.8	544.904	176.8	730.492	176.8	780.383	176.8	821.646	176.8	861.926	176.8	920.789	176.8	996.035
176.9	132.133	176.9	179.117	176.9	240.193	176.9	301.68	176.9	429.721	176.9	544.934	176.9	730.521	176.9	780.393	176.9	821.645	176.9	861.945	176.9	920.818	176.9	996.066
177	132.123	177	179.098	177	240.164	177	301.67	177	429.721	177	544.963	177	730.541	177	780.402	177	821.666	177	861.986	177	920.869	177	996.107
177.1	132.113	177.1	179.088	177.1	240.135	177.1	301.641	177.1	429.699	177.1	544.975	177.1	730.563	177.1	780.412	177.1	821.676	177.1	862.006	177.1	920.889	177.1	996.115
177.2	132.104	177.2	179.059	177.2	240.115	177.2	301.611	177.2	429.711	177.2	545.004	177.2	730.582	177.2	780.422	177.2	821.686	177.2	862.037	177.2	920.92	177.2	996.146
177.3	132.102	177.3	179.049	177.3	240.104	177.3	301.59	177.3	429.689	177.3	545.033	177.3	730.611	177.3	780.441	177.3	821.705	177.3	862.066	177.3	920.949	177.3	996.186
177.4	132.102	177.4	179.027	177.4	240.064	177.4	301.57	177.4	429.701	177.4	545.055	177.4	730.652	177.4	780.453	177.4	821.717	177.4	862.096	177.4	920.979	177.4	996.217
177.5	132.102	177.5	179.027	177.5	240.045	177.5	301.561	177.5	429.701	177.5	545.094	177.5	730.682	177.5	780.482	177.5	821.736	177.5	862.127	177.5	921.02	177.5	996.266
177.6	132.072	177.6	178.988	177.6	240.025	177.6	301.531	177.6	429.691	177.6	545.104	177.6	730.701	177.6	780.473	177.6	821.746	177.6	862.146	177.6	921.049	177.6	996.297
177.7	132.072	177.7	178.979	177.7	239.994	177.7	301.51	177.7	429.682	177.7	545.135	177.7	730.713	177.7	780.492	177.7	821.754	177.7	862.166	177.7	921.08	177.7	996.326
177.8	132.063	177.8	178.957	177.8	239.984	177.8	301.48	177.8	429.682	177.8	545.154	177.8	730.742	177.8	780.512	177.8	821.797	177.8	862.195	177.8	921.109	177.8	996.355
177.9	132.063	177.9	178.949	177.9	239.965	177.9	301.461	177.9	429.682	177.9	545.174	177.9	730.781	177.9	780.533	177.9	821.795	177.9	862.227	177.9	921.139	177.9	996.387
178	132.063	178	178.939	178	239.943	178	301.449	178	429.691	178	545.225	178	730.811	178	780.563	178	821.824	178	862.246	178	921.189	178	996.436
178.1	132.043	178.1	178.908	178.1	239.914	178.1	301.422	178.1	429.672	178.1	545.246	178.1	730.822	178.1	780.574	178.1	821.836	178.1	862.266	178.1	921.209	178.1	996.447
178.2	132.041	178.2	178.889	178.2	239.875	178.2	301.402	178.2	429.682	178.2	545.266	178.2	730.861	178.2	780.594	178.2	821.855	178.2	862.297	178.2	921.26	178.2	996.486
178.3	132.021	178.3	178.879	178.3	239.854	178.3	301.371	178.3	429.672	178.3	545.285	178.3	730.883	178.3	780.604	178.3	821.875	178.3	862.316	178.3	921.289	178.3	996.516
178.4	132.023	178.4	178.869	178.4	239.836	178.4	301.363	178.4	429.684	178.4	545.328	178.4	730.914	178.4	780.625	178.4	821.887	178.4	862.379	178.4	921.352	178.4	996.568
178.5	132.014	178.5	178.85	178.5	239.807	178.5	301.383	178.5	429.684	178.5	545.367	178.5	730.953	178.5	780.635	178.5	821.887	178.5	862.398	178.5	921.391	178.5	996.617
178.6	132.002	178.6	178.838	178.6	239.795	178.6	301.342	178.6	429.67	178.6	545.395	178.6	730.971	178.6	780.652	178.6	821.916	178.6	862.426	178.6	921.418	178.6	996.646
178.7	131.994	178.7	178.83	178.7	239.777	178.7	301.334	178.7	429.672	178.7	545.447	178.7	731.014	178.7	780.656	178.7	821.928	178.7	862.479	178.7	921.459	178.7	996.707
178.8	131.994	178.8	178.801	178.8	239.738	178.8	301.334	178.8	429.672	178.8	545.477	178.8	731.033	178.8	780.686	178.8	821.938	178.8	862.488	178.8	921.5	178.8	996.729
178.9	131.994	178.9	178.801	178.9	239.717	178.9	301.283	178.9	429.652	178.9	545.498	178.9	731.053	178.9	780.705	178.9	821.957	178.9	862.498	178.9	921.539	178.9	996.758
179	131.953	179	178.822	179	239.688	179	301.234	179	429.652	179	545.518	179	731.074	179	780.725	179	821.969	179	862.488	179	921.58	179	996.787
179.1	131.945	179.1	178.801	179.1	239.668	179.1	301.223	179.1	429.662	179.1	545.527	179.1	731.094	179.1	780.725	179.1	821.967	179.1	862.488	179.1	921.609	179.1	996.787
179.2	131.975	179.2	178.76	179.2	239.656	179.2	301.184	179.2	429.662	179.2	545.557	179.2	731.104	179.2	780.734	179.2	822.008	179.2	862.508	179.2	921.6	179.2	996.789
179.3	131.924	179.3	178.73	179.3	239.627	179.3	301.174	179.3	429.643	179.3	545.547	179.3	731.094	179.3	780.744	179.3	822.008	179.3	862.508	179.3	921.59	179.3	996.789
179.4	131.934	179.4	178.711	179.4	239.637	179.4	301.182	179.4	429.652	179.4	545.586	179.4	731.135	179.4	780.754	179.4	822.047	179.4	862.508	179.4	921.65	179.4	996.84
179.5	131.904	179.5	178.701	179.5	239.615	179.5	301.164	179.5	429.633	179.5	545.586	179.5	731.174	179.5	780.764	179.5	822.047	179.5	862.508	179.5	921.73	179.5	996.859
179.6	131.885	179.6	178.682	179.6	239.625	179.6	301.143	179.6	429.611	179.6	545.605	179.6	731.225	179.6	780.773	179.6	822.076	179.6	862.508	179.6	921.75	179.6	996.848
179.7	131.963	179.7	178.68	179.7	239.596	179.7	301.113	179.7	429.553	179.7	545.615	179.7	731.244	179.7	780.744	179.7	822.115	179.7	862.508	179.7	921.75	179.7	996.857
179.8	132.014	179.8	178.67	179.8	239.557	179.8	301.133	179.8	429.594	179.8	545.635	179.8	731.254	179.8	780.764	179.8	822.076	179.8	862.666	179.8	921.729	179.8	996.947
179.9	131.982	179.9	178.6	179.9	239.537	179.9	301.201	179.9	429.633	179.9	545.637	179.9	731.305	179.9	780.834	179.9	822.115	179.9	862.779	179.9	921.801	179.9	997.129
180	132.082	180	178.549	180	239.465	180	301.121	180	429.51	180	545.635	180	731.361	180	780.803	180	822.145	180	862.865	180	921.938	180	997.127
180.1	132.072	180.1	178.629	180.1	239.443	180.1	301.131	180.1	429.631	180.1	545.635	180.1	731.482	180.1	780.793	180.1	822.195	180.1	862.797	180.1	921.91	180.1	997.088
180.2	131.674	180.2	178.391	180.2	239.307	180.2	301.111	180.2	429.631	180.2	545.766	180.2	731.744	180.2	780.943	180.2	822.115	180.2	862.787	180.2	921.979	180.2	996.998
180.3	130.424	180.3	179.129	180.3	239.305	180.3	300.232	180.3	429.352	180.3	545.025	180.3	733.844	180.3	780.885	180.3	822.246	180.3	859.248	180.3	925.029	180.3	997.047
180.4	129.563	180.4	180.51	180.4	238.586	180.4	298.441	180.4	429.211	180.4	544.275	180.4	735.514	180.4	781.764	180.4	821.295	180.4	852.658	180.4	930.258	180.4	995.477
180.5	130.152	180.5	182.088	180.5	238.074	180.5	298.441	180.5	429.15	180.5	544.895	180.5	734.453	180.5	782.572	180.5	819.465	180.5	851.006	180.5	928.758	180.5	992.076
180.6	130.592	180.6	181.439	180.6	237.676	180.6	299.131	180.6	429.352	180.6	546.125	180.6	733.742	180.6	782.252	180.6	817.887	180.6	851.697	180.6	922.709	180.6	987.617
180.7	131.152	180.7	180.078	180.7	237.865	180.7	300.172	180.7	429.891	180.7	547.043	180.7	733.402	180.7	782.033	180.7	816.943	180.7	852.625	180.7	917.348	180.7	982.705
180.8	131.104	180.8	178.789	180.8	237.637	180.8	300.031	180.8	429.543	180.8	547.016	180.8	732.773	180.8	781.125	180.8	815.076	180.8	852.209	180.8	912.09	180.8	978.139
180.9	131.213	180.9	178.049	180.9	237.355	180.9	300.162	180.9	429.402	180.9	547.025	180.9	732.172	180.9	780.451	180.9	813.834	180.9	851.236	180.9	908.238	180.9	974.418
181	131.164	181	177.67	181	237.246	181	300.242	181	429.133	181	546.605	181	731.854	181	779.924	181	812.996	181	850.457	181	905.109	181	971.127
181.1	131.064	181.1	177.439	181.1	237.137	181.1	300.184	181.1	428.982	181.1	546.387	181.1	731.705	181.1	779.324	181.1	811.826	181.1	849.619	181.1	902.629	181.1	968.488
181.2	131.072	181.2	177.25	181.2	236.986	181.2	300.041	181.2	428.76	181.2	546.355	181.2	731.373	181.2	779.053	181.2	811.014	181.2	848.578	181.2	900.619	181.2	966.248
181.3	131.232	181.3	177.18	181.3	237.037	181.3	300.002	181.3	428.801	181.3	546.295	181.3	730.873	181.3	778.463	181.3	810.455	181.3	847.787	181.3	899.049	181.3	964.236
181.4	131.252	181.4	177.049	181.4	236.957	181.4	299.992	181.4	428.613	181.4	546.045	181.4	730.465	181.4	777.934	181.4	809.525	181.4	847.129	181.4	897.148	181.4	962.449
181.5	131.234	181.5	177.07	181.5	236.887	181.5	300.023	181.5	428.412	181.5	545.766	181.5	730.223	181.5	777.475	181.5	809.156	181.5	846.248	181.5	895.818	181.5	960.658
181.6	131.223	181.6	177.049	181.6	236.877	181.6	299.951	181.6	428.32	181.6	545.484	181.6	729.973	181.6	777.145	181.6	808.475	181.6	845.646	181.6	894.561	181.6	959.168
181.7	131.193	181.7	176.959	181.7	236.766	181.7	299.871	181.7	428.121	181.7	545.256	181.7	729.773	181.7	776.764	181.7	807.926	181.7	844.906	181.7	893.258	181.7	957.607
181.8	131.174	181.8	176.879	181.8	236.686	181.8	299.781	181.8	427.971	181.8	545.145	181.8	729.543	181.8	776.354	181.8	807.385	181.8	844.246	181.8	892.139	181.8	956.387
181.9	131.164	181.9	176.84	181.9	236.615	181.9	299.682	181.9	427.791	181.9	544.967	181.9	729.334	181.9	775.924	181.9	806.807	181.9	843.576	181.9	891.07	181.9	955.068
182	131.15	182	176.828	182	236.533	182	299.619	182	427.66	182	544.824	182	729.102	182	775.551	182	806.285	182	842.826	182	890.088	182	953.777
182.1	131.123	182.1	176.768	182.1	236.434	182.1	299.492	182.1	427.5	182.1	544.615	182.1	728.822	182.1	775.254	182.1	805.766	182.1	842.096	182.1	889.178	182.1	952.547
182.2	131.063	182.2	176.721	182.2	236.346	182.2	299.371	182.2	427.363	182.2	544.455	182.2	728.592	182.2	774.943	182.2	805.307	182.2	841.467	182.2	888.318	182.2	951.348
182.3	131.033	182.3	176.648	182.3	236.285	182.3	299.242	182.3	427.203	182.3	544.295	182.3	728.393	182.3	774.664	182.3	804.855	182.3	840.947	182.3	887.459	182.3	950.277
182.4	131.023	182.4	176.58	182.4	236.188	182.4	299.152	182.4	427.051	182.4	544.145	182.4	728.174	182.4	774.373	182.4	804.396	182.4	840.389	182.4	886.57	182.4	949.279
182.5	131.033	182.5	176.559	182.5	236.135	182.5	299.072	182.5	426.932	182.5	543.977	182.5	727.973	182.5	774.104	182.5	804.016	182.5	839.848	182.5	885.818	182.5	948.367
182.6	131.033	182.6	176.49	182.6	236.055	182.6	298.982	182.6	426.813	182.6	543.824	182.6	727.764	182.6	773.814	182.6	803.617	182.6	839.316	182.6	885.109	182.6	947.459
182.7	131.043	182.7	176.488	182.7	236.016	182.7	298.932	182.7	426.713	182.7	543.707	182.7	727.584	182.7	773.555	182.7	803.256	182.7	838.797	182.7	884.43	182.7	946.547
182.8	131.002	182.8	176.439	182.8	235.926	182.8	298.822	182.8	426.561	182.8	543.516	182.8	727.393	182.8	773.254	182.8	802.875	182.8	838.277	182.8	883.68	182.8	945.668
182.9	130.963	182.9	176.4	182.9	235.877	182.9	298.742	182.9	426.412	182.9	543.355	182.9	727.213	182.9	772.955	182.9	802.525	182.9	837.787	182.9	882.998	182.9	944.789
183	130.934	183	176.35	183	235.816	183	298.662	183	426.291	183	543.205	183	727.023	183	772.693	183	802.146	183	837.279	183	882.328	183	943.957
183.1	130.895	183.1	176.281	183.1	235.736	183.1	298.553	183.1	426.172	183.1	543.064	183.1	726.814	183.1	772.424	183.1	801.795	183.1	836.789	183.1	881.619	183.1	943.168
183.2	130.863	183.2	176.238	183.2	235.674	183.2	298.451	183.2	426.041	183.2	542.914	183.2	726.643	183.2	772.162	183.2	801.424	183.2	836.326	183.2	880.959	183.2	942.377
183.3	130.854	183.3	176.199	183.3	235.615	183.3	298.352	183.3	425.91	183.3	542.764	183.3	726.482	183.3	771.902	183.3	801.094	183.3	835.848	183.3	880.348	183.3	941.598
183.4	130.822	183.4	176.16	183.4	235.545	183.4	298.262	183.4	425.791	183.4	542.625	183.4	726.313	183.4	771.643	183.4	800.783	183.4	835.396	183.4	879.738	183.4	940.887
183.5	130.793	183.5	176.109	183.5	235.465	183.5	298.152	183.5	425.672	183.5	542.455	183.5	726.133	183.5	771.373	183.5	800.434	183.5	834.957	183.5	879.1	183.5	940.148
183.6	130.764	183.6	176.059	183.6	235.396	183.6	298.063	183.6	425.553	183.6	542.314	183.6	725.953	183.6	771.123	183.6	800.094	183.6	834.488	183.6	878.529	183.6	939.428
183.7	130.734	183.7	176.01	183.7	235.346	183.7	297.992	183.7	425.443	183.7	542.146	183.7	725.783	183.7	770.893	183.7	799.766	183.7	834.068	183.7	877.939	183.7	938.678
